"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CMA","Comerica Incorporated","79.18","12803272502.52","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cma",
"CAG","ConAgra Brands, Inc.","32.34","15704696736.96","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/cag",
"CXO","Concho Resources Inc.","130.34","26100610416.3","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cxo",
"COP","ConocoPhillips","66.18","76189188147.84","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cop",
"ED","Consolidated Edison Inc","80.35","25027129864.9","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ed",
"STZ","Constellation Brands Inc","195.76","37089525886.72","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/stz",
"CLR","Continental Resources, Inc.","45.72","17191467476.28","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/clr",
"CPRT","Copart, Inc.","51.18","11976912266.4","n/a","1994","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cprt",
"GLW","Corning Incorporated","32.22","25788858679.8","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/glw",
"CSGP","CoStar Group, Inc.","369.39","13453105119.93","n/a","1998","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","231.28","101348833201.28","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/cost",
"BAP","Credicorp Ltd.","219.29","17490789690","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","11.82","30168986485.86","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cs",
"CRH","CRH PLC","27.66","22657765701.18","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/crh",
"CCI","Crown Castle International Corporation","114.9","47666315785.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cci",
"CSX","CSX Corporation","72.63","61330250819.43","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/csx",
"CTRP","Ctrip.com International, Ltd.","28.85","13441685601.2","465916312","2003","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ctrp",
"CMI","Cummins Inc.","151.06","24254390431.18","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cmi",
"CVS","CVS Health Corporation","80.2","103714566216","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cvs",
"DHI","D.R. Horton, Inc.","37.22","14004941914.7","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/dhi",
"DHR","Danaher Corporation","109.54","76776882086.62","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dhr",
"DRI","Darden Restaurants, Inc.","110.54","13719169806.24","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dri",
"DVA","DaVita Inc.","66.06","10965960000","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dva",
"DE","Deere & Company","154.88","49820795242.24","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/de",
"DVMT","Dell Technologies Inc.","105.48","21028133218.68","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/dvmt",
"DAL","Delta Air Lines, Inc.","60.71","41623911337.71","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/dal",
"DB","Deutsche Bank AG","9.16","18914484000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/db",
"DVN","Devon Energy Corporation","27.03","12655446000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dvn",
"DXCM","DexCom, Inc.","129.59","11513338668.55","n/a","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",
"DEO","Diageo plc","144.35","87907721512.4","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/deo",
"FANG","Diamondback Energy, Inc.","110.38","11176848216.18","n/a","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/fang",
"DLR","Digital Realty Trust, Inc.","115.04","23730683925.92","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dlr",
"DFS","Discover Financial Services","71.3","23954281184.9","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/dfs",
"DISCA","Discovery, Inc.","30.72","16081926973.44","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disca",
"DISCB","Discovery, Inc.","36.78","19254338349.06","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/discb",
"DISCK","Discovery, Inc.","27.93","14621361340.11","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","32.76","15320996538.12","n/a","1995","Consumer Services","Television Services","https://www.nasdaq.com/symbol/dish",
"DG","Dollar General Corporation","110.99","29471663166.99","n/a","2009","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dg",
"DLTR","Dollar Tree, Inc.","86.77","20648653515.97","n/a","1995","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dltr",
"D","Dominion Energy, Inc.","74.5","48907268374.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/d",
"DPZ","Domino&#39;s Pizza Inc","277.32","11535029169.96","n/a","2004","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dpz",
"DOV","Dover Corporation","84.89","12422180695.86","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dov",
"DWDP","DowDuPont Inc.","57.85","132722004755.6","n/a","2017","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dwdp",
"DTE","DTE Energy Company","119.74","21783702373.76","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dte",
"DUK","Duke Energy Corporation","88.57","63139565312.06","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/duk",
"DRE","Duke Realty Corporation","28.46","10197767448.76","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dre",
"DXC","DXC Technology Company","63.04","17658362667.84","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dxc",
"ETFC","E*TRADE Financial Corporation","52.29","13294160499.69","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/etfc",
"EMN","Eastman Chemical Company","78.82","11034114817.74","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/emn",
"ETN","Eaton Corporation, PLC","76.94","33345796000","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/etn",
"EBAY","eBay Inc.","29.85","28740391890.15","n/a","1998","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ebay",
"ECL","Ecolab Inc.","160.49","46361236115.48","n/a","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ecl",
"EC","Ecopetrol S.A.","19.21","39492585240.14","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ec",
"EIX","Edison International","55.32","18023875915.92","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eix",
"EW","Edwards Lifesciences Corporation","162.01","33868072070.69","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ew",
"ELAN","Elanco Animal Health Incorporated","33.41","12215531250","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/elan",
"EA","Electronic Arts Inc.","84.07","25399959472.72","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ea",
"LLY","Eli Lilly and Company","118.64","125677992333.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lly",
"EMR","Emerson Electric Company","67.52","42278228536.96","n/a","n/a","Energy","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/emr",
"ENB","Enbridge Inc","32.73","59843090766.87","n/a","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/enb",
"ENIA","Enel Americas S.A.","8.68","10125215720.76","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/enia",
"ET","Energy Transfer L.P.","14.57","38131159821.6","n/a","1996","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/et",
"E","ENI S.p.A.","32.25","58601238446.25","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/e",
"ETR","Entergy Corporation","87.06","15770241237.9","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/etr",
"EPD","Enterprise Products Partners L.P.","26.25","57294865687.5","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/epd",
"EOG","EOG Resources, Inc.","103.31","59909783165.71","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/eog",
"EFX","Equifax, Inc.","102.67","12379443155.59","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/efx",
"EQIX","Equinix, Inc.","385.28","30972851454.72","n/a","2000","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/eqix",
"EQNR","Equinor ASA","23.38","77821050688.5","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/eqnr",
"EQR","Equity Residential","71.25","26251394388.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/eqr",
"ERIC","Ericsson","8.39","2610968847.39","311200101","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/eric",
"ESS","Essex Property Trust, Inc.","262.51","17342748613.47","n/a","1994","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","142.66","51764543641.72","n/a","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/el",
"EVRG","Evergy, Inc.","59.37","15641328277.71","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/evrg",
"ES","Eversource Energy","68.34","21655976118.72","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/es",
"EXC","Exelon Corporation","46.39","44859582116.94","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/exc",
"EXPE","Expedia Group, Inc.","120.79","17994621641.28","n/a","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","76.09","13132378882.84","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/expd",
"ESRX","Express Scripts Holding Company","101.47","57214874200","n/a","1992","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/esrx",
"EXR","Extra Space Storage Inc","95.98","12142943676.92","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/exr",
"FFIV","F5 Networks, Inc.","171.97","10426061991.58","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ffiv",
"FAST","Fastenal Company","59.26","17010975182.68","n/a","1987","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/fast",
"FDX","FedEx Corporation","229","60345131253","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/fdx",
"RACE","Ferrari N.V.","109.6","26867230235.2","n/a","2015","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/race",
"FCAU","Fiat Chrysler Automobiles N.V.","16.59","32509089284.7","n/a","2014","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/fcau",
"FBR","Fibria Celulose S.A.","18.75","10374431493.75","n/a","1997","Basic Industries","Paper","https://www.nasdaq.com/symbol/fbr",
"FIS","Fidelity National Information Services, Inc.","107.95","35352358530.6","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/fis",
"FITB","Fifth Third Bancorp","27.93","18311344238.67","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fitb",
"FDC","First Data Corporation","19.08","17868741173.64","n/a","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/fdc",
"FRC","FIRST REPUBLIC BANK","99.15","16338021079.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/frc",
"FE","FirstEnergy Corp.","37.83","19347977590.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fe",
"FISV","Fiserv, Inc.","79.13","31530992584.01","n/a","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/fisv",
"FLT","FleetCor Technologies, Inc.","193.4","23759341625.6","n/a","2010","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/flt",
"FMC","FMC Corporation","82.74","11141595721.62","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/fmc",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","86.75","155205564461.25","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fmx",
"F","Ford Motor Company","9.41","37432070852.85","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/f",
"FTNT","Fortinet, Inc.","73.84","12580135937.2","n/a","2009","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ftnt",
"FTS","Fortis Inc.","34.72","14813442052.64","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fts",
"FTV","Fortive Corporation","76.07","25404558791.91","n/a","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ftv",
"FNV","Franco-Nevada Corporation","68.91","12842273916.54","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/fnv",
"BEN","Franklin Resources, Inc.","33.89","17388785754.32","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/ben",
"FCX","Freeport-McMoran, Inc.","11.94","17301461948.16","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/fcx",
"FMS","Fresenius Medical Care Corporation","40.76","25014041573.12","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/fms",
"GPS","Gap, Inc. (The)","27.29","10424780000","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/gps",
"GRMN","Garmin Ltd.","66.66","12586035803.88","n/a","2000","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/grmn",
"IT","Gartner, Inc.","153.19","13923932065.42","n/a","1993","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/it",
"GD","General Dynamics Corporation","184.89","54755128201.95","n/a","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/gd",
"GE","General Electric Company","7.5","65235862500","n/a","n/a","Energy","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/ge",
"GIS","General Mills, Inc.","42.31","25226488422.92","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/gis",
"GM","General Motors Company","37.95","53562767872.35","n/a","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/gm",
"GPC","Genuine Parts Company","103.71","15220404202.83","n/a","n/a","Capital Goods","Automotive Aftermarket","https://www.nasdaq.com/symbol/gpc",
"GILD","Gilead Sciences, Inc.","71.94","93062994887.28","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/gild",
"GSK","GlaxoSmithKline PLC","41.87","103849393857.86","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gsk",
"GPN","Global Payments Inc.","111.81","17689757850.03","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/gpn",
"GDDY","GoDaddy Inc.","65.26","11323693316","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/gddy",
"GOL","Gol Linhas Aereas Inteligentes S.A.","11.41","17859884004.76","n/a","2004","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/gol",
"GS","Goldman Sachs Group, Inc. (The)","190.69","70931672480.6","n/a","1999","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/gs",
"GRFS","Grifols, S.A.","19.72","2768970922.84","140414347","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/grfs",
"HAL","Halliburton Company","31.43","27534134297.53","n/a","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/hal",
"HRS","Harris Corporation","142.95","16819340326.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hrs",
"HIG","Hartford Financial Services Group, Inc. (The)","44.19","15852491651.61","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hig",
"HAS","Hasbro, Inc.","91","11512180498","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/has",
"HCA","HCA Healthcare, Inc.","143.99","49555670395","n/a","2011","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hca",
"HCP","HCP, Inc.","29.26","13749825170.62","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hcp",
"HDB","HDFC Bank Limited","101.42","91903184827.3","n/a","2001","Finance","Commercial Banks","https://www.nasdaq.com/symbol/hdb",
"HEI","Heico Corporation","84.52","11232029473.44","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/hei",
"HSIC","Henry Schein, Inc.","89.2","13597441056","n/a","1995","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hsic",
"HSY","Hershey Company (The)","108.3","22722183440.4","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/hsy",
"HES","Hess Corporation","53.89","15965081499.04","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/hes",
"HPE","Hewlett Packard Enterprise Company","15","22074724245","n/a","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpe",
"HLT","Hilton Worldwide Holdings Inc.","75.54","22402897422.3","n/a","2016","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/hlt",
"HFC","HollyFrontier Corporation","62.47","10824342632.91","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/hfc",
"HOLX","Hologic, Inc.","44.41","12843942979.37","n/a","1990","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/holx",
"HMC","Honda Motor Company, Ltd.","28.17","49586978835.63","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","146.75","108637308465.25","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hon",
"HRL","Hormel Foods Corporation","45.09","24038286291.36","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/hrl",
"HST","Host Hotels & Resorts, Inc.","19","14099186512","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hst",
"HPQ","HP Inc.","23","36395395684","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpq",
"HSBC","HSBC Holdings plc","42.54","170450826198.9","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hsbc",
"HUM","Humana Inc.","329.47","45198961353.6","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hum",
"HBAN","Huntington Bancshares Incorporated","14.59","15487711888.81","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hban",
"HBANO","Huntington Bancshares Incorporated","25.29","20148266757.33","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbano",
"IAC","IAC/InterActiveCorp","177.96","14862148948.56","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/iac",
"IEP","Icahn Enterprises L.P.","66.87","12481290381.51","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/iep",
"IBN","ICICI Bank Limited","10.17","32743473952.86","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ibn",
"IEX","IDEX Corporation","137.4","10539915115.8","n/a","1989","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/iex",
"IDXX","IDEXX Laboratories, Inc.","203.76","17570968320.24","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/idxx",
"INFO","IHS Markit Ltd.","53.37","21036598271.73","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"ITW","Illinois Tool Works Inc.","139.05","46136997323.55","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/itw",
"ILMN","Illumina, Inc.","337.5","49612500000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/ilmn",
"IMO","Imperial Oil Limited","29.84","23548611446.88","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/imo",
"INCY","Incyte Corporation","64.25","13672923509","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/incy",
"INFY","Infosys Limited","9.86","42868073882.96","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/infy",
"ING","ING Group, N.V.","12.08","47011088681.12","n/a","1997","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ing",
"IR","Ingersoll-Rand plc (Ireland)","103.52","25430338830.24","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ir",
"ICE","Intercontinental Exchange Inc.","81.72","46546400884.32","n/a","2005","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","54.93","10473499749.27","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/ihg",
"IBM","International Business Machines Corporation","124.27","112935802667.79","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/ibm",
"IFF","International Flavors & Fragrances, Inc.","141.63","15100480695.12","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/iff",
"IP","International Paper Company","46.19","18708265029.3","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/ip",
"INTU","Intuit Inc.","214.53","55678101044.04","n/a","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","530.87","60625494149.68","n/a","2000","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/isrg",
"QQQ","Invesco QQQ Trust, Series 1","169.37","65910335500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqq",
"INVH","Invitation Homes Inc.","21.46","11171648967.46","n/a","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/invh",
"IQ","iQIYI, Inc.","20.31","4594744399.95","226230645","2018","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/iq",
